District,Ward,"Geos(String format: Long,Lat)",Google map link,Open for FD Zones?,
Bình Chánh,Bình Hưng,"[106.694976806641,10.7361383438111 106.693550109863,10.7331447601319 106.690620422363,10.7308139801026 106.690132141113,10.7252578735353 106.688865661621,10.7211990356446 106.68962097168,10.7188158035279 106.688491821289,10.7160520553589 106.688865661621,10.7121019363403 106.685760498047,10.7116594314576 106.683959960938,10.7134075164796 106.681228637695,10.71452999115 106.678726196289,10.7116651535034 106.678199768066,10.70982837677 106.676658630371,10.7097082138062 106.674446105957,10.7051057815552 106.673301696777,10.7040891647339 106.674598693848,10.7022027969361 106.673332214355,10.6923561096193 106.668312072754,10.6967134475709 106.663673400879,10.6981544494629 106.664215087891,10.7008514404298 106.663497924805,10.7069034576416 106.665199279785,10.7087125778199 106.66389465332,10.7108078002929 106.660171508789,10.7112522125244 106.656127929688,10.7135210037232 106.655906677246,10.7127752304078 106.655029296875,10.7131795883179 106.65412902832,10.7110843658447 106.649261474609,10.7114095687866 106.646659851074,10.7141466140748 106.646507263184,10.7151727676393 106.649017333984,10.716724395752 106.649063110352,10.7185316085815 106.650505065918,10.720718383789 106.650428771973,10.7220211029053 106.64949798584,10.7226305007935 106.650100708008,10.7287302017213 106.649459838867,10.7303438186647 106.656105041504,10.7322063446045 106.665756225586,10.7342100143433 106.666160583496,10.7321147918701 106.671714782715,10.7362499237061 106.673622131348,10.7373876571656 106.676010131836,10.7353553771973 106.681846618652,10.7345161437989 106.682823181152,10.7394599914552 106.686065673828,10.7399444580079 106.687698364258,10.7402687072753 106.691970825195,10.7415647506715 106.694976806641,10.7361383438111]",,Not open,
Bình Chánh,Bình Lợi,"[106.510978698731,10.7179708480836 106.509346008301,10.7171773910523 106.501678466797,10.7265090942383 106.49967956543,10.7249917984009 106.495780944824,10.7276287078858 106.491577148438,10.7243337631226 106.482124328613,10.7354564666749 106.474510192871,10.7454433441163 106.473510742188,10.7464017868042 106.472274780273,10.745457649231 106.463691711426,10.7565164566041 106.472198486328,10.7630634307862 106.487144470215,10.7743072509765 106.504570007324,10.7889547348024 106.505744934082,10.7937459945678 106.514060974121,10.789743423462 106.510749816895,10.7770185470582 106.508895874023,10.7738780975341 106.481201171875,10.7522010803223 106.535667419434,10.7207107543945 106.536178588867,10.7109375 106.528442382813,10.7149696350098 106.530227661133,10.7172842025757 106.520217895508,10.7236776351929 106.510978698731,10.7179708480836]",,Not open,
Bình Chánh,Đa Phước,"[106.685325622559,10.6567287445069 106.685745239258,10.6532783508302 106.685096740723,10.6509923934937 106.679069519043,10.6456127166749 106.674201965332,10.644495010376 106.672821044922,10.6426525115966 106.66960144043,10.6392021179199 106.668144226074,10.6391220092773 106.666625976562,10.6403026580811 106.662811279297,10.6454896926879 106.658653259277,10.6495485305786 106.64811706543,10.6507177352905 106.646118164063,10.6518802642823 106.645484924316,10.6539974212647 106.645530700684,10.6562175750732 106.642845153809,10.6582946777345 106.639633178711,10.6596021652222 106.638610839844,10.6611948013307 106.638153076172,10.663860321045 106.63948059082,10.6673879623414 106.637535095215,10.6699390411378 106.636138916016,10.6769695281984 106.633644104004,10.6800832748413 106.637329101562,10.6816205978394 106.638610839844,10.681360244751 106.638427734375,10.682996749878 106.644691467285,10.6866302490234 106.649154663086,10.6863908767701 106.651245117188,10.6873464584351 106.651351928711,10.686743736267 106.650207519531,10.6865730285645 106.650573730469,10.6846504211426 106.64965057373,10.6827230453492 106.65153503418,10.6817092895508 106.654090881348,10.6822338104249 106.654884338379,10.6781730651856 106.657722473145,10.679524421692 106.664421081543,10.678490638733 106.669425964356,10.6705904006959 106.672958374023,10.6710548400879 106.678771972656,10.6683397293092 106.678924560547,10.6644735336304 106.680374145508,10.6629190444947 106.684295654297,10.6613388061524 106.685325622559,10.6567287445069]",,Not open,
Bình Chánh,Hưng Long,"[106.645484924316,10.6539974212647 106.641212463379,10.653507232666 106.640274047852,10.6522293090821 106.639785766602,10.6480293273926 106.637519836426,10.6491889953614 106.63557434082,10.6452465057374 106.638298034668,10.6443996429443 106.637306213379,10.6431999206543 106.6328125,10.6406116485597 106.631820678711,10.6414070129395 106.629943847656,10.6404294967652 106.629493713379,10.6420383453369 106.627220153809,10.6424026489258 106.625831604004,10.6397237777711 106.624153137207,10.6394176483154 106.621200561524,10.640953063965 106.621864318848,10.6441087722779 106.62434387207,10.6444892883302 106.623947143555,10.6463518142701 106.624794006348,10.6474256515503 106.618965148926,10.6490173339844 106.619026184082,10.649603843689 106.617340087891,10.6501770019531 106.617782592774,10.6516714096069 106.616844177246,10.6521787643433 106.616752624512,10.6533126831055 106.615676879883,10.6533517837525 106.615570068359,10.6541109085083 106.614196777344,10.6538467407227 106.61083984375,10.6568984985352 106.605941772461,10.6580247879029 106.605415344238,10.6587715148927 106.61491394043,10.6774816513062 106.622001647949,10.692165374756 106.623733520508,10.692982673645 106.624038696289,10.6924715042114 106.628509521484,10.6896104812622 106.628898620605,10.683575630188 106.63020324707,10.6820526123047 106.633644104004,10.6800832748413 106.636138916016,10.6769695281984 106.637535095215,10.6699390411378 106.63948059082,10.6673879623414 106.638153076172,10.663860321045 106.638610839844,10.6611948013307 106.639633178711,10.6596021652222 106.642845153809,10.6582946777345 106.645530700684,10.6562175750732 106.645484924316,10.6539974212647]",,Not open,
Bình Chánh,Lê Minh Xuân,"[106.558837890625,10.7364749908447 106.558776855469,10.7344827651977 106.557540893555,10.7348098754884 106.538681030273,10.7446622848511 106.534858703613,10.7358646392822 106.535667419434,10.7207107543945 106.481201171875,10.7522010803223 106.508895874023,10.7738780975341 106.510749816895,10.7770185470582 106.514060974121,10.789743423462 106.567764282227,10.762927055359 106.573402404785,10.7603969573975 106.567993164063,10.7549448013306 106.559425354004,10.7489833831788 106.558898925781,10.7445812225342 106.559341430664,10.7422533035278 106.558303833008,10.7394733428955 106.558837890625,10.7364749908447]",,Not open,
Bình Chánh,Phạm Văn Hai,"[106.505744934082,10.7937459945678 106.520065307617,10.8522510528564 106.525802612305,10.8736476898193 106.525894165039,10.873631477356 106.534996032715,10.8718690872194 106.52880859375,10.8475046157837 106.544639587402,10.8431835174561 106.542366027832,10.8338994979859 106.542701721191,10.8332357406616 106.535957336426,10.8079490661622 106.541793823242,10.8065729141235 106.540367126465,10.8023557662964 106.538841247559,10.7971515655518 106.539993286133,10.7968320846558 106.53946685791,10.7920665740967 106.542770385742,10.7883100509643 106.554817199707,10.786515235901 106.552360534668,10.7714872360231 106.568008422852,10.7643327713012 106.567764282227,10.762927055359 106.514060974121,10.789743423462 106.505744934082,10.7937459945678]",,Not open,
Bình Chánh,Phong Phú,"[106.624038696289,10.6924715042114 106.626113891602,10.6936836242677 106.62548828125,10.6944980621338 106.642211914062,10.7277173995972 106.643440246582,10.7276811599733 106.645538330078,10.7290859222412 106.650100708008,10.7287302017213 106.64949798584,10.7226305007935 106.650428771973,10.7220211029053 106.650505065918,10.720718383789 106.649063110352,10.7185316085815 106.649017333984,10.716724395752 106.646507263184,10.7151727676393 106.646659851074,10.7141466140748 106.649261474609,10.7114095687866 106.65412902832,10.7110843658447 106.655029296875,10.7131795883179 106.655906677246,10.7127752304078 106.656127929688,10.7135210037232 106.660171508789,10.7112522125244 106.66389465332,10.7108078002929 106.665199279785,10.7087125778199 106.663497924805,10.7069034576416 106.664215087891,10.7008514404298 106.663673400879,10.6981544494629 106.668312072754,10.6967134475709 106.673332214355,10.6923561096193 106.675704956055,10.6892833709717 106.676200866699,10.6854076385498 106.679557800293,10.6824636459351 106.681488037109,10.677574157715 106.681175231934,10.6757383346559 106.67896270752,10.6721134185792 106.678771972656,10.6683397293092 106.672958374023,10.6710548400879 106.669425964356,10.6705904006959 106.664421081543,10.678490638733 106.657722473145,10.679524421692 106.654884338379,10.6781730651856 106.654090881348,10.6822338104249 106.65153503418,10.6817092895508 106.64965057373,10.6827230453492 106.650573730469,10.6846504211426 106.650207519531,10.6865730285645 106.651351928711,10.686743736267 106.651245117188,10.6873464584351 106.649154663086,10.6863908767701 106.644691467285,10.6866302490234 106.638427734375,10.682996749878 106.638610839844,10.681360244751 106.637329101562,10.6816205978394 106.633644104004,10.6800832748413 106.63020324707,10.6820526123047 106.628898620605,10.683575630188 106.628509521484,10.6896104812622 106.624038696289,10.6924715042114]",,Not open,
Bình Chánh,Quy Đức,"[106.666625976562,10.6403026580811 106.666091918945,10.638472557068 106.665649414063,10.6396436691285 106.664947509766,10.6388673782349 106.663375854492,10.6401367187501 106.662475585938,10.6393756866455 106.660163879395,10.6398143768311 106.660774230957,10.6419773101808 106.656944274902,10.6435508728028 106.656272888184,10.6383628845216 106.654014587402,10.6395692825319 106.652954101562,10.6379890441896 106.653526306152,10.6333332061768 106.652954101562,10.6324682235718 106.648658752442,10.6327543258668 106.646209716797,10.6342182159424 106.64380645752,10.6295824050904 106.640991210938,10.6266651153565 106.638854980469,10.6274986267091 106.634841918945,10.625433921814 106.632148742676,10.628215789795 106.63020324707,10.6266946792604 106.629661560059,10.6289358139039 106.630859375,10.6301946640015 106.629638671875,10.6316423416138 106.629371643066,10.6353168487548 106.629508972168,10.6363372802735 106.63117980957,10.6368036270143 106.630584716797,10.6390514373779 106.62963104248,10.6394443511963 106.629943847656,10.6404294967652 106.631820678711,10.6414070129395 106.6328125,10.6406116485597 106.637306213379,10.6431999206543 106.638298034668,10.6443996429443 106.63557434082,10.6452465057374 106.637519836426,10.6491889953614 106.639785766602,10.6480293273926 106.640274047852,10.6522293090821 106.641212463379,10.653507232666 106.645484924316,10.6539974212647 106.646118164063,10.6518802642823 106.64811706543,10.6507177352905 106.658653259277,10.6495485305786 106.662811279297,10.6454896926879 106.666625976562,10.6403026580811]",,Not open,
Bình Chánh,Tân Kiên,"[106.597328186035,10.7016906738281 106.584213256836,10.6954507827759 106.579864501953,10.6944398880005 106.579765319824,10.695749282837 106.576477050781,10.7000036239625 106.576416015625,10.7015771865845 106.57266998291,10.7092828750611 106.570861816406,10.7149190902711 106.570442199707,10.7154417037963 106.568542480469,10.7143163681031 106.568214416504,10.7148418426514 106.567367553711,10.7187728881837 106.568382263184,10.724144935608 106.567237854004,10.7251539230348 106.567825317383,10.7257585525514 106.565780639648,10.7278146743774 106.565437316895,10.7295551300049 106.567726135254,10.7343511581421 106.574073791504,10.7327260971069 106.574333190918,10.727632522583 106.577255249023,10.7305536270142 106.581680297852,10.7332563400269 106.58194732666,10.7294368743896 106.59033203125,10.7269277572632 106.600898742676,10.7223148345947 106.60009765625,10.7179384231569 106.603942871094,10.7173366546631 106.602806091309,10.7149620056152 106.603569030762,10.7132625579834 106.60311126709,10.7115621566772 106.603790283203,10.710849761963 106.60440826416,10.7043123245239 106.597808837891,10.7018241882325 106.597328186035,10.7016906738281]",,Not open,
Bình Chánh,Tân Nhựt,"[106.579864501953,10.6944398880005 106.570571899414,10.6917791366578 106.565567016602,10.6895866394043 106.547424316406,10.6869831085206 106.535591125488,10.6856575012208 106.534049987793,10.6878938674927 106.528915405273,10.7025022506714 106.527244567871,10.7092580795288 106.528442382813,10.7149696350098 106.536178588867,10.7109375 106.535667419434,10.7207107543945 106.534858703613,10.7358646392822 106.538681030273,10.7446622848511 106.557540893555,10.7348098754884 106.558776855469,10.7344827651977 106.558837890625,10.7364749908447 106.567726135254,10.7343511581421 106.565437316895,10.7295551300049 106.565780639648,10.7278146743774 106.567825317383,10.7257585525514 106.567237854004,10.7251539230348 106.568382263184,10.724144935608 106.567367553711,10.7187728881837 106.568214416504,10.7148418426514 106.568542480469,10.7143163681031 106.570442199707,10.7154417037963 106.570861816406,10.7149190902711 106.57266998291,10.7092828750611 106.576416015625,10.7015771865845 106.576477050781,10.7000036239625 106.579765319824,10.695749282837 106.579864501953,10.6944398880005]",,Not open,
Bình Chánh,Tân Quý Tây,"[106.580558776856,10.6739635467529 106.592132568359,10.6843309402466 106.597129821777,10.6827955245973 106.598960876465,10.6829633712769 106.600227355957,10.6820726394654 106.599395751953,10.6815395355226 106.60009765625,10.6811323165894 106.603485107422,10.6804199218751 106.601028442383,10.6787385940552 106.60009765625,10.6756277084352 106.60139465332,10.6741456985474 106.60514831543,10.6723909378051 106.606567382812,10.6740455627443 106.610260009766,10.6760063171387 106.611450195313,10.67866897583 106.61491394043,10.6774816513062 106.605415344238,10.6587715148927 106.601516723633,10.651050567627 106.600646972656,10.6507320404053 106.599639892578,10.6525878906251 106.595352172852,10.6537837982178 106.595649719238,10.6510963439942 106.595153808594,10.6509923934937 106.591773986816,10.65007686615 106.590454101563,10.6530704498291 106.587448120117,10.6528100967408 106.584136962891,10.6536817550659 106.583320617676,10.6554031372071 106.58317565918,10.6619272232056 106.582382202148,10.6624269485475 106.582954406738,10.6636419296266 106.584602355957,10.6642560958863 106.584266662598,10.6684379577637 106.582565307617,10.6694698333741 106.580459594727,10.6692276000976 106.579559326172,10.6700859069824 106.581985473633,10.6718950271607 106.582565307617,10.6712865829467 106.58415222168,10.6716699600221 106.580558776856,10.6739635467529]",,Not open,
Bình Chánh,Vĩnh Lộc A,"[106.544639587402,10.8431835174561 106.545036315918,10.8447904586792 106.555946350098,10.8430280685426 106.562393188477,10.8447237014771 106.56324005127,10.841381072998 106.564582824707,10.840765953064 106.569244384766,10.8428173065186 106.575759887695,10.8426151275636 106.576568603516,10.8383798599244 106.579086303711,10.8355026245118 106.582000732422,10.8327741622925 106.587814331055,10.8328123092651 106.590950012207,10.8318347930908 106.593078613281,10.829384803772 106.595169067383,10.8297920227051 106.59375,10.8278484344484 106.590293884277,10.8233041763307 106.581954956055,10.8156566619872 106.565414428711,10.8048152923584 106.563095092773,10.8020343780518 106.561882019043,10.8028984069824 106.559783935547,10.8028173446656 106.559814453125,10.8037424087524 106.559005737305,10.8038082122804 106.556549072266,10.8031368255615 106.551193237305,10.8038005828859 106.540367126465,10.8023557662964 106.541793823242,10.8065729141235 106.535957336426,10.8079490661622 106.542701721191,10.8332357406616 106.542366027832,10.8338994979859 106.544639587402,10.8431835174561]",,Not open,
